model,dataset,target,horizon,store,product,lookback,smape,mase,rmse,rmsle
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0008,14,31.356934,0.7139322,34.388954162597656,0.4152030646800995
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0009,14,38.530308,0.78072745,46.7808723449707,0.855708122253418
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0010,14,37.636505,0.73278195,47.06913375854492,0.5013642907142639
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0011,14,44.826187,0.95035994,45.688323974609375,0.8005821108818054
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0012,14,38.941254,0.8725379,34.71835708618164,0.525159478187561
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0013,14,40.9156,0.7612492,48.538856506347656,0.5579030513763428
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0014,14,40.148075,0.7945336,32.018394470214844,0.7017043232917786
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0015,14,41.466053,0.80322224,45.494720458984375,0.7405878305435181
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0016,14,53.90752,0.9148376,47.577911376953125,0.9603095650672913
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0017,14,47.041435,0.89233714,42.09939193725586,0.7813438773155212
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0018,14,29.401632,0.6758701,34.41067886352539,0.3712436854839325
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0019,14,43.486706,0.8716235,31.76881217956543,0.5723689198493958
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,14,S005,P0020,14,41.067844,0.8095294,35.3745002746582,0.6603682041168213
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0001,14,36.934742,0.8901389,39.393714904785156,0.48617222905158997
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0002,14,30.22263,0.67705524,35.58903121948242,0.4537644386291504
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0003,14,33.289066,0.67326367,45.54274368286133,0.5476452112197876
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0004,14,41.740063,0.829602,36.900882720947266,0.7324411869049072
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0005,14,35.694115,0.7066492,41.51188659667969,0.45702624320983887
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0006,14,49.081863,0.77292025,45.00358200073242,0.9581195116043091
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0007,14,44.060265,0.84350234,53.66263961791992,0.657089352607727
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0008,14,33.00184,0.7300686,30.815372467041016,0.4497753381729126
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0009,14,32.26561,0.86690843,45.148929595947266,0.4312570095062256
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0010,14,35.252003,0.7453263,29.814167022705078,0.47020581364631653
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0011,14,39.466232,0.80176055,32.466468811035156,0.5346627831459045
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0012,14,37.26408,0.72571856,43.932769775390625,0.5651441216468811
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0013,14,44.87988,0.84251076,36.39689254760742,0.6666851043701172
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0014,14,40.08253,0.78751034,45.8414421081543,0.6134204268455505
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0015,14,39.127453,0.75605714,34.094242095947266,0.6275741457939148
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0016,14,39.757095,0.6604052,47.0635986328125,0.7370674014091492
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0017,14,44.700172,0.8407197,35.46635818481445,0.7403984665870667
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0018,14,33.67105,0.7790541,38.093040466308594,0.45302993059158325
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0019,14,41.516174,0.8876935,29.513507843017578,0.5844610929489136
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S001,P0020,14,43.876984,0.7783011,32.082698822021484,0.6360983848571777
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0001,14,42.033127,0.8099274,51.752357482910156,0.5949760675430298
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0002,14,45.273895,0.792663,41.340579986572266,0.64882892370224
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0003,14,41.57351,0.7705694,44.54955291748047,0.6653035879135132
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0004,14,34.502388,0.7079134,42.007503509521484,0.4543548822402954
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0005,14,38.862625,0.78671837,39.46186447143555,0.5361850261688232
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0006,14,30.531948,0.77907014,33.9132194519043,0.43434152007102966
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0007,14,49.07576,0.8788829,42.275634765625,0.7335155010223389
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0008,14,32.58507,0.71469146,36.49872589111328,0.4556843340396881
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0009,14,36.12591,0.75566846,42.70130157470703,0.4823051691055298
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0010,14,29.36628,0.7479399,34.7471923828125,0.3597864508628845
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0011,14,41.88503,0.74595284,48.89521026611328,0.9123613238334656
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0012,14,33.870712,0.6663571,34.4439811706543,0.4784407615661621
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0013,14,42.573174,0.702784,48.11641311645508,0.7316845655441284
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0014,14,47.07436,0.9227559,43.486305236816406,0.8578189611434937
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0015,14,36.293594,0.7442774,43.944793701171875,0.8364532589912415
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0016,14,35.566284,0.7864125,41.55510330200195,0.661654531955719
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0017,14,50.127613,0.8144436,44.27836227416992,0.8905605673789978
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0018,14,31.34163,0.7908962,31.157363891601562,0.4375644624233246
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0019,14,34.91529,0.7258349,40.0880126953125,0.6839355230331421
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S002,P0020,14,43.590034,0.8751486,32.334869384765625,0.5516849160194397
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0001,14,50.63312,0.88163936,44.16717529296875,0.9789557456970215
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0002,14,43.492256,0.7970922,49.742881774902344,0.7751836180686951
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0003,14,34.604984,0.8194722,37.03110122680664,0.5316229462623596
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0004,14,41.747795,0.86475855,52.66090393066406,0.7803621292114258
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0005,14,48.736988,0.8068521,44.710968017578125,0.8654303550720215
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0006,14,41.315773,0.82924455,35.84732437133789,0.6540278196334839
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0007,14,34.48566,0.6978205,44.83736038208008,0.5192098617553711
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0008,14,31.63095,0.7497629,38.40797424316406,0.37460818886756897
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0009,14,34.10915,0.82093686,38.3798942565918,0.46155592799186707
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0010,14,31.827684,0.70921046,35.307979583740234,0.5171751379966736
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0011,14,43.958057,0.8364016,44.45457077026367,1.0083316564559937
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0012,14,39.859398,0.7901468,31.666667938232422,0.6799733638763428
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0013,14,39.12788,0.6874147,44.47313690185547,0.9037582874298096
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0014,14,34.74573,0.7883928,43.999752044677734,0.44295603036880493
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0015,14,40.082863,0.7114357,45.83808517456055,0.8367315530776978
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0016,14,36.227055,0.6999698,42.64807891845703,0.5022441148757935
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0017,14,42.303677,0.8410599,32.69062805175781,0.7614585757255554
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0018,14,41.68447,0.87237346,31.663986206054688,0.553388237953186
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0019,14,26.371151,0.6157968,30.047962188720703,0.38055747747421265
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S003,P0020,14,31.288723,0.75291604,46.24047088623047,0.40673571825027466
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0001,14,40.281677,0.78931105,49.53521728515625,0.8501951694488525
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0002,14,43.697716,0.74752164,46.64333724975586,0.826693594455719
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0003,14,43.30709,0.9320355,39.350189208984375,0.6102728247642517
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0004,14,39.302746,0.7619296,49.45494842529297,0.7742272615432739
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0005,14,32.970047,0.81154764,35.092529296875,0.43891647458076477
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0006,14,36.860806,0.65892786,41.089271545410156,0.5146253108978271
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0007,14,40.262516,0.837538,50.91722869873047,0.5753624439239502
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0008,14,38.720737,0.84772366,27.262426376342773,0.5388504266738892
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0009,14,36.072342,0.719454,40.943603515625,0.8363393545150757
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0010,14,41.45554,0.7753921,48.79644012451172,0.6407179236412048
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0011,14,36.884823,0.80419034,50.6442756652832,0.5096370577812195
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0012,14,34.239315,0.91142553,34.790775299072266,0.4248799979686737
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0013,14,41.60146,0.7493318,49.289085388183594,0.7163883447647095
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0014,14,41.960335,0.80594814,33.701744079589844,0.5801096558570862
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0015,14,42.986923,0.798264,31.862911224365234,0.5886728167533875
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0016,14,42.53547,0.79866815,31.946327209472656,0.7377407550811768
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0017,14,28.430847,0.6974958,33.0494499206543,0.4104065001010895
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0018,14,35.09567,0.7252548,25.193883895874023,0.5303719639778137
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0019,14,27.577162,0.701562,34.26737594604492,0.4172584116458893
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S004,P0020,14,44.021736,0.8268163,32.95264434814453,0.7543579339981079
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0001,14,41.0934,0.7596347,45.24212646484375,0.8053972721099854
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0002,14,37.497147,0.7888382,38.49441146850586,0.47351470589637756
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0003,14,42.693398,0.8027318,38.37210464477539,0.7193706035614014
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0004,14,35.00686,0.82811415,41.49747848510742,0.5014927387237549
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0005,14,36.809906,0.7196279,43.05655288696289,0.864399254322052
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0006,14,38.62539,0.761644,50.1438102722168,0.7207637429237366
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0007,14,37.894474,0.7665076,46.33306121826172,0.5291509628295898
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0008,14,31.31184,0.71480584,34.820899963378906,0.4224572479724884
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0009,14,38.808495,0.78724355,46.2439079284668,0.8527557253837585
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0010,14,37.460148,0.73130643,46.25735855102539,0.5051335096359253
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0011,14,44.00198,0.9294289,43.77143859863281,0.791111946105957
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0012,14,37.30329,0.83656514,33.832298278808594,0.518302857875824
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0013,14,41.08826,0.7684148,48.96007537841797,0.5682018399238586
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0014,14,39.701702,0.7807476,31.387346267700195,0.694993793964386
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0015,14,41.100918,0.79427606,44.7725830078125,0.739521861076355
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0016,14,49.191536,0.81596917,43.4854850769043,0.9269084334373474
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0017,14,46.15405,0.8532223,39.540794372558594,0.7540911436080933
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0018,14,30.385511,0.6999808,34.64152526855469,0.38202905654907227
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0019,14,42.508957,0.85072327,31.183881759643555,0.5662667751312256
LSTM-EntityEmbedding-Optuna,retail_inventory_daily,Units Sold,28,S005,P0020,14,38.737774,0.7443937,32.74689483642578,0.6324793696403503
