model,dataset,target,horizon,store,product,lookback,units1,dropout,lr,batch,activation,smape,mase,rmse,rmsle
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0011,30,16,0.3,0.001,32,sigmoid,43.543053,0.818762,43.18803405761719,0.9898920655250549
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0012,30,16,0.3,0.001,32,sigmoid,40.357925,0.8035373,32.199058532714844,0.6862736344337463
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0013,30,16,0.3,0.001,32,sigmoid,37.635242,0.6470888,42.6297607421875,0.8821234703063965
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0014,30,16,0.3,0.001,32,sigmoid,35.615837,0.8077976,45.982051849365234,0.4460011124610901
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0015,30,16,0.3,0.001,32,sigmoid,39.253677,0.69171506,45.37077713012695,0.8310282230377197
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0016,30,16,0.3,0.001,32,sigmoid,36.670708,0.70737916,42.624305725097656,0.49995172023773193
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0017,30,16,0.3,0.001,32,sigmoid,44.373478,0.8754705,33.079933166503906,0.7502783536911011
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0018,30,16,0.3,0.001,32,sigmoid,41.561405,0.8718914,32.21706008911133,0.558291494846344
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0019,30,16,0.3,0.001,32,sigmoid,26.270065,0.61048204,30.163406372070312,0.375090628862381
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S003,P0020,30,16,0.3,0.001,32,sigmoid,30.152092,0.72402453,46.049720764160156,0.39204302430152893
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0001,30,16,0.3,0.001,32,sigmoid,38.976215,0.7372593,46.586936950683594,0.8078359365463257
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0002,30,16,0.3,0.001,32,sigmoid,41.657116,0.6898872,43.4498405456543,0.7847064137458801
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0003,30,16,0.3,0.001,32,sigmoid,44.126053,0.9500762,40.17067337036133,0.6178745031356812
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0004,30,16,0.3,0.001,32,sigmoid,39.96212,0.76756155,49.65555191040039,0.7624770402908325
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0005,30,16,0.3,0.001,32,sigmoid,31.636597,0.77130705,33.91120910644531,0.4159630537033081
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0006,30,16,0.3,0.001,32,sigmoid,33.657352,0.59097695,38.69569396972656,0.47886359691619873
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0007,30,16,0.3,0.001,32,sigmoid,41.414936,0.85854685,51.66090393066406,0.5770657658576965
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0008,30,16,0.3,0.001,32,sigmoid,40.81597,0.89828795,28.9706974029541,0.5613999366760254
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0009,30,16,0.3,0.001,32,sigmoid,35.3872,0.69737476,40.629615783691406,0.8197210431098938
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0010,30,16,0.3,0.001,32,sigmoid,41.45637,0.7701167,47.962337493896484,0.6243558526039124
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0011,30,16,0.3,0.001,32,sigmoid,35.556446,0.77538157,51.025577545166016,0.5007124543190002
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0012,30,16,0.3,0.001,32,sigmoid,34.453114,0.9171007,35.39262008666992,0.428952157497406
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0013,30,16,0.3,0.001,32,sigmoid,40.125736,0.7127569,47.695274353027344,0.6978369355201721
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0014,30,16,0.3,0.001,32,sigmoid,44.09632,0.8485919,35.3238410949707,0.5978496670722961
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0015,30,16,0.3,0.001,32,sigmoid,43.027065,0.8026371,32.91958236694336,0.5940550565719604
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0016,30,16,0.3,0.001,32,sigmoid,42.599903,0.799442,32.45680618286133,0.7391584515571594
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0017,30,16,0.3,0.001,32,sigmoid,28.637064,0.7017869,33.31189727783203,0.4062982201576233
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0018,30,16,0.3,0.001,32,sigmoid,36.516888,0.75599384,25.72161865234375,0.5348020792007446
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0019,30,16,0.3,0.001,32,sigmoid,28.14091,0.7140217,34.78402328491211,0.41289934515953064
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S004,P0020,30,16,0.3,0.001,32,sigmoid,43.131603,0.80753833,32.69039535522461,0.7542058825492859
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0001,30,16,0.3,0.001,32,sigmoid,38.556107,0.69201154,42.34952926635742,0.7725462317466736
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0002,30,16,0.3,0.001,32,sigmoid,37.867294,0.7988869,39.160648345947266,0.4778260588645935
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0003,30,16,0.3,0.001,32,sigmoid,43.559242,0.810351,37.87641143798828,0.6958683729171753
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0004,30,16,0.3,0.001,32,sigmoid,34.385143,0.804796,40.72483825683594,0.48356080055236816
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0005,30,16,0.3,0.001,32,sigmoid,35.88556,0.69340813,42.082435607910156,0.8493548035621643
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0006,30,16,0.3,0.001,32,sigmoid,36.441452,0.7072151,48.32627487182617,0.6938356757164001
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0007,30,16,0.3,0.001,32,sigmoid,36.938168,0.74259967,46.28059768676758,0.5162568092346191
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0008,30,16,0.3,0.001,32,sigmoid,30.95632,0.70255846,34.424766540527344,0.41157010197639465
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0009,30,16,0.3,0.001,32,sigmoid,39.46848,0.79695237,46.875240325927734,0.8462468981742859
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0010,30,16,0.3,0.001,32,sigmoid,36.91638,0.7183635,46.67656707763672,0.49992677569389343
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0011,30,16,0.3,0.001,32,sigmoid,44.234474,0.93496037,44.81520080566406,0.7924965023994446
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0012,30,16,0.3,0.001,32,sigmoid,38.705048,0.87048584,34.76246643066406,0.5312575101852417
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0013,30,16,0.3,0.001,32,sigmoid,40.394028,0.7455757,47.683231353759766,0.5475229024887085
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0014,30,16,0.3,0.001,32,sigmoid,40.907616,0.8071276,32.06697463989258,0.6961021423339844
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0015,30,16,0.3,0.001,32,sigmoid,38.01481,0.7196835,42.41009521484375,0.7158935070037842
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0016,30,16,0.3,0.001,32,sigmoid,51.679028,0.8602037,44.985008239746094,0.9347506761550903
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0017,30,16,0.3,0.001,32,sigmoid,46.7127,0.86713016,41.38290786743164,0.7700949907302856
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0018,30,16,0.3,0.001,32,sigmoid,29.45548,0.67559195,34.11083984375,0.3672897219657898
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0019,30,16,0.3,0.001,32,sigmoid,43.2705,0.86977315,32.26212692260742,0.5798556208610535
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,14,S005,P0020,30,16,0.3,0.001,32,sigmoid,39.634846,0.7604713,33.51494216918945,0.6381577849388123
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0001,30,16,0.3,0.001,32,sigmoid,36.244045,0.8722366,39.13797378540039,0.48168832063674927
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0002,30,16,0.3,0.001,32,sigmoid,29.09868,0.6442645,34.349639892578125,0.43582683801651
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0003,30,16,0.3,0.001,32,sigmoid,33.556854,0.6754176,45.76815414428711,0.537518322467804
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0004,30,16,0.3,0.001,32,sigmoid,41.136265,0.81561214,36.86115646362305,0.731429398059845
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0005,30,16,0.3,0.001,32,sigmoid,36.542183,0.7276904,42.529144287109375,0.46632513403892517
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0006,30,16,0.3,0.001,32,sigmoid,48.65119,0.7644413,44.857120513916016,0.9570013284683228
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0007,30,16,0.3,0.001,32,sigmoid,44.070362,0.840541,53.594112396240234,0.6496695876121521
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0008,30,16,0.3,0.001,32,sigmoid,33.008247,0.7293815,30.593549728393555,0.44515419006347656
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0009,30,16,0.3,0.001,32,sigmoid,32.94207,0.8827857,46.67240905761719,0.4307284653186798
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0010,30,16,0.3,0.001,32,sigmoid,34.820324,0.7347752,29.578359603881836,0.46492502093315125
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0011,30,16,0.3,0.001,32,sigmoid,37.95029,0.76425946,31.260351181030273,0.519158124923706
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0012,30,16,0.3,0.001,32,sigmoid,37.500225,0.7332366,44.35961151123047,0.570448100566864
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0013,30,16,0.3,0.001,32,sigmoid,44.617714,0.84111357,36.82942581176758,0.6754088997840881
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0014,30,16,0.3,0.001,32,sigmoid,39.921043,0.7849239,46.10537338256836,0.6161468029022217
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0015,30,16,0.3,0.001,32,sigmoid,39.50031,0.7667972,34.760162353515625,0.6351320147514343
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0016,30,16,0.3,0.001,32,sigmoid,40.660484,0.68193686,48.24080276489258,0.7477365732192993
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0017,30,16,0.3,0.001,32,sigmoid,44.86223,0.8519892,36.31682586669922,0.7551941275596619
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0018,30,16,0.3,0.001,32,sigmoid,34.256943,0.79572266,38.78668975830078,0.45818614959716797
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0019,30,16,0.3,0.001,32,sigmoid,40.879234,0.8707642,29.016313552856445,0.5789098739624023
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S001,P0020,30,16,0.3,0.001,32,sigmoid,44.18795,0.7871824,32.211917877197266,0.6417357325553894
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0001,30,16,0.3,0.001,32,sigmoid,42.653984,0.82715905,52.97365951538086,0.6059564352035522
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0002,30,16,0.3,0.001,32,sigmoid,46.125336,0.8165875,42.70526885986328,0.6665943264961243
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0003,30,16,0.3,0.001,32,sigmoid,41.53479,0.7694387,44.284976959228516,0.6639786958694458
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0004,30,16,0.3,0.001,32,sigmoid,33.84429,0.6911808,41.412559509277344,0.44514426589012146
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0005,30,16,0.3,0.001,32,sigmoid,38.87222,0.7874056,39.82535934448242,0.5384731888771057
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0006,30,16,0.3,0.001,32,sigmoid,29.06917,0.7375779,33.21755599975586,0.4198896586894989
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0007,30,16,0.3,0.001,32,sigmoid,49.482845,0.8925872,43.52526092529297,0.748414158821106
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0008,30,16,0.3,0.001,32,sigmoid,32.674652,0.71692723,36.80592727661133,0.45786404609680176
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0009,30,16,0.3,0.001,32,sigmoid,36.902462,0.7764121,43.36772155761719,0.49188432097435
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0010,30,16,0.3,0.001,32,sigmoid,28.632587,0.727113,34.077022552490234,0.3496357202529907
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0011,30,16,0.3,0.001,32,sigmoid,41.811394,0.7461541,49.14019012451172,0.9162350296974182
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0012,30,16,0.3,0.001,32,sigmoid,34.89818,0.69164145,35.763641357421875,0.4902470111846924
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0013,30,16,0.3,0.001,32,sigmoid,43.573044,0.7246348,48.84580612182617,0.7375392317771912
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0014,30,16,0.3,0.001,32,sigmoid,47.713108,0.9400055,44.4205436706543,0.8648889064788818
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0015,30,16,0.3,0.001,32,sigmoid,36.07344,0.7359288,43.718624114990234,0.8273465633392334
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0016,30,16,0.3,0.001,32,sigmoid,35.69178,0.7865497,41.786033630371094,0.6512536406517029
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0017,30,16,0.3,0.001,32,sigmoid,51.0683,0.84192157,45.74263381958008,0.9071666598320007
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0018,30,16,0.3,0.001,32,sigmoid,30.449162,0.76248837,30.350337982177734,0.4224899113178253
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0019,30,16,0.3,0.001,32,sigmoid,33.561504,0.68948406,38.633766174316406,0.6670849323272705
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S002,P0020,30,16,0.3,0.001,32,sigmoid,43.725594,0.8783637,32.49028396606445,0.5542593598365784
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0001,30,16,0.3,0.001,32,sigmoid,50.504257,0.8797989,44.00517654418945,0.9804664850234985
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0002,30,16,0.3,0.001,32,sigmoid,44.703423,0.8233231,50.7027702331543,0.7762817144393921
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0003,30,16,0.3,0.001,32,sigmoid,34.28432,0.8064886,36.244384765625,0.520313560962677
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0004,30,16,0.3,0.001,32,sigmoid,40.8179,0.8388296,51.76228332519531,0.766110897064209
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0005,30,16,0.3,0.001,32,sigmoid,48.32235,0.7962899,43.881202697753906,0.8588900566101074
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0006,30,16,0.3,0.001,32,sigmoid,40.911945,0.8176077,35.364200592041016,0.6470983028411865
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0007,30,16,0.3,0.001,32,sigmoid,33.947163,0.6843987,44.81484603881836,0.515051007270813
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0008,30,16,0.3,0.001,32,sigmoid,30.403042,0.7209543,38.485843658447266,0.36527663469314575
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0009,30,16,0.3,0.001,32,sigmoid,33.8322,0.8119436,37.82026672363281,0.4542134404182434
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0010,30,16,0.3,0.001,32,sigmoid,31.726488,0.7062797,35.28419876098633,0.5150448083877563
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0011,30,16,0.3,0.001,32,sigmoid,43.779625,0.82771343,43.63136291503906,1.0004409551620483
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0012,30,16,0.3,0.001,32,sigmoid,40.297768,0.79948276,32.07025909423828,0.6798633337020874
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0013,30,16,0.3,0.001,32,sigmoid,39.244427,0.6894942,44.66496658325195,0.9030104875564575
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0014,30,16,0.3,0.001,32,sigmoid,34.719475,0.78733784,44.721336364746094,0.44059857726097107
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0015,30,16,0.3,0.001,32,sigmoid,39.605564,0.70224434,45.54209518432617,0.8370057344436646
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0016,30,16,0.3,0.001,32,sigmoid,35.568844,0.6840056,41.75341796875,0.4912841320037842
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0017,30,16,0.3,0.001,32,sigmoid,42.389496,0.8414552,32.52804183959961,0.7579074501991272
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0018,30,16,0.3,0.001,32,sigmoid,41.445957,0.86625814,31.799041748046875,0.5511174201965332
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0019,30,16,0.3,0.001,32,sigmoid,25.686396,0.59663707,29.537778854370117,0.37375158071517944
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S003,P0020,30,16,0.3,0.001,32,sigmoid,28.90739,0.69685215,45.18934631347656,0.38331636786460876
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0001,30,16,0.3,0.001,32,sigmoid,40.775654,0.80105525,49.55937576293945,0.8502668142318726
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0002,30,16,0.3,0.001,32,sigmoid,45.507786,0.79377633,48.92241668701172,0.8444818258285522
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0003,30,16,0.3,0.001,32,sigmoid,43.929012,0.9478415,40.03636169433594,0.6177916526794434
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0004,30,16,0.3,0.001,32,sigmoid,39.26264,0.76253855,49.3798942565918,0.7773467898368835
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0005,30,16,0.3,0.001,32,sigmoid,31.629917,0.7719621,33.88018035888672,0.41922253370285034
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0006,30,16,0.3,0.001,32,sigmoid,36.055542,0.639535,40.09798049926758,0.5031837224960327
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0007,30,16,0.3,0.001,32,sigmoid,39.825188,0.8265066,50.450016021728516,0.5698152184486389
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0008,30,16,0.3,0.001,32,sigmoid,39.496258,0.8709382,27.95688819885254,0.5519301295280457
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0009,30,16,0.3,0.001,32,sigmoid,35.133762,0.69219553,40.343875885009766,0.8196382522583008
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0010,30,16,0.3,0.001,32,sigmoid,41.646267,0.7790767,48.913795471191406,0.6402526497840881
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0011,30,16,0.3,0.001,32,sigmoid,35.989876,0.7837407,51.19169235229492,0.5032343864440918
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0012,30,16,0.3,0.001,32,sigmoid,33.840622,0.899961,34.7866096496582,0.42030683159828186
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0013,30,16,0.3,0.001,32,sigmoid,42.24348,0.7648922,49.77763748168945,0.7195372581481934
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0014,30,16,0.3,0.001,32,sigmoid,42.272022,0.813756,34.13320541381836,0.5853366851806641
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0015,30,16,0.3,0.001,32,sigmoid,43.44051,0.8121022,32.51007080078125,0.6002471446990967
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0016,30,16,0.3,0.001,32,sigmoid,42.951714,0.8100012,32.4525032043457,0.7434027791023254
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0017,30,16,0.3,0.001,32,sigmoid,28.173334,0.6882053,32.700557708740234,0.399137020111084
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0018,30,16,0.3,0.001,32,sigmoid,36.2351,0.7602313,26.506526947021484,0.5497309565544128
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0019,30,16,0.3,0.001,32,sigmoid,28.3485,0.7193799,34.79145431518555,0.41322094202041626
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S004,P0020,30,16,0.3,0.001,32,sigmoid,43.61231,0.82108915,33.10675811767578,0.7595493197441101
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0001,30,16,0.3,0.001,32,sigmoid,40.727547,0.7485384,44.39636993408203,0.7985901236534119
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0002,30,16,0.3,0.001,32,sigmoid,38.73332,0.8182329,39.789520263671875,0.4888940155506134
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0003,30,16,0.3,0.001,32,sigmoid,42.47537,0.79660594,38.22319030761719,0.7171972393989563
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0004,30,16,0.3,0.001,32,sigmoid,34.96412,0.8256823,41.295127868652344,0.49869757890701294
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0005,30,16,0.3,0.001,32,sigmoid,36.631504,0.716038,42.89105224609375,0.8657156229019165
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0006,30,16,0.3,0.001,32,sigmoid,38.24978,0.74972755,49.2195930480957,0.709882378578186
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0007,30,16,0.3,0.001,32,sigmoid,38.15131,0.77100354,46.51149368286133,0.5284684896469116
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0008,30,16,0.3,0.001,32,sigmoid,32.028187,0.73376197,35.303653717041016,0.42606988549232483
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0009,30,16,0.3,0.001,32,sigmoid,39.307667,0.79939324,47.13991928100586,0.8558200001716614
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0010,30,16,0.3,0.001,32,sigmoid,37.918156,0.7409254,46.52853012084961,0.5043990015983582
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0011,30,16,0.3,0.001,32,sigmoid,43.54917,0.91516757,43.412315368652344,0.7809769511222839
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0012,30,16,0.3,0.001,32,sigmoid,38.099133,0.8546289,33.59579086303711,0.5183157920837402
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0013,30,16,0.3,0.001,32,sigmoid,42.057636,0.79213244,49.89165115356445,0.5780938863754272
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0014,30,16,0.3,0.001,32,sigmoid,40.34286,0.7957922,31.91702651977539,0.6984525322914124
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0015,30,16,0.3,0.001,32,sigmoid,41.71966,0.8108666,45.45918655395508,0.7450225353240967
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0016,30,16,0.3,0.001,32,sigmoid,49.263653,0.8216787,44.16905975341797,0.9346105456352234
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0017,30,16,0.3,0.001,32,sigmoid,46.292877,0.85880506,39.90365219116211,0.7592390179634094
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0018,30,16,0.3,0.001,32,sigmoid,29.646544,0.68002814,33.947147369384766,0.36768779158592224
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0019,30,16,0.3,0.001,32,sigmoid,43.045105,0.863565,31.653106689453125,0.5747644901275635
LSTM-EntityEmbedding-GAO,retail_inventory_daily,Units Sold,28,S005,P0020,30,16,0.3,0.001,32,sigmoid,39.243134,0.7606461,33.47830581665039,0.6429205536842346
