model,dataset,target,horizon,store,product,lookback,lstm_units,dropout,lr,batch_size,activation,smape,mase,rmse,rmsle
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,51.431934,0.8981695,45.06199645996094,0.982271134853363
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.747917,0.7531695,47.63398742675781,0.756757915019989
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.514175,0.8119987,36.23622131347656,0.5190872550010681
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.916847,0.84017986,52.165245056152344,0.7662311792373657
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,49.327755,0.81995267,45.34588623046875,0.8729065656661987
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.28894,0.8298409,35.945133209228516,0.6551958322525024
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.06047,0.6865251,44.897247314453125,0.5126777291297913
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,31.217075,0.73966986,39.22969055175781,0.37322288751602173
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.085068,0.81726223,37.94169616699219,0.4509979486465454
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,31.430603,0.7001344,35.582550048828125,0.5183690190315247
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.11687,0.8072235,42.814144134521484,0.9868713617324829
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.929268,0.8136976,32.37053298950195,0.682396650314331
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.17571,0.6848815,44.068206787109375,0.8959295749664307
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.06364,0.79668796,45.549560546875,0.4470987915992737
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.148,0.6896005,44.81046676635742,0.8266931772232056
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.227764,0.69793004,42.25068664550781,0.49521416425704956
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.834057,0.8467368,32.50305938720703,0.7484683990478516
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.23378,0.862516,31.70760154724121,0.5516413450241089
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,25.614494,0.5947775,29.497478485107422,0.37244701385498047
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S003,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,30.170895,0.72457504,46.48680877685547,0.3948240876197815
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.275593,0.75430775,47.2694206237793,0.8269532322883606
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.76042,0.7208069,45.25351333618164,0.8089306950569153
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.51525,0.9359533,39.9597282409668,0.6086732745170593
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.14329,0.7530933,48.74732208251953,0.7605339884757996
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,31.466305,0.7673061,33.602779388427734,0.41662687063217163
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.23685,0.6211458,39.53517150878906,0.49498140811920166
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.846466,0.84806263,51.26122283935547,0.5704967379570007
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.771366,0.8751357,27.985109329223633,0.547146737575531
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.539402,0.69901884,40.156402587890625,0.8153051137924194
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.399048,0.77027416,48.10151290893555,0.6280685663223267
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.812614,0.78027046,51.19388961791992,0.5030110478401184
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.22979,0.9108207,35.1412467956543,0.42388471961021423
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.911022,0.72922003,48.02792739868164,0.7009831070899963
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.173874,0.78771055,33.48920822143555,0.5722280740737915
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.572464,0.7900913,31.963478088378906,0.5876391530036926
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.46719,0.79505014,31.953941345214844,0.7312135696411133
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,28.71759,0.7022589,32.814002990722656,0.4009094834327698
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.015892,0.74789864,25.674592971801758,0.5343258380889893
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,28.500196,0.72310954,35.01345443725586,0.4142337441444397
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S004,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.49577,0.79160655,32.16588592529297,0.7454966902732849
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.440166,0.69033885,42.1986083984375,0.7738063931465149
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.099083,0.80251116,39.61359405517578,0.4785971939563751
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.72426,0.82854307,39.085208892822266,0.722500741481781
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.47652,0.8096911,40.73438262939453,0.48757264018058777
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.14776,0.72222584,42.84968566894531,0.8542314767837524
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.184692,0.72570604,48.7091064453125,0.7046387195587158
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.516052,0.7551739,45.83916091918945,0.5180968642234802
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,30.678726,0.6961868,34.09799575805664,0.4106636643409729
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.27811,0.7717051,45.75825119018555,0.8448293209075928
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.186924,0.72407204,46.531715393066406,0.49926647543907166
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.79529,0.9224319,44.22599792480469,0.7852503061294556
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.178234,0.856551,34.44951629638672,0.5230090618133545
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.54072,0.74985343,47.49215316772461,0.5468628406524658
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.5281,0.77383363,31.22083282470703,0.6852890253067017
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.36763,0.7520884,43.428306579589844,0.7288426756858826
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,51.165802,0.8572714,45.20561218261719,0.9383425712585449
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,45.75836,0.8523289,40.59415817260742,0.7631304264068604
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,29.623491,0.67984796,34.102657318115234,0.3681867718696594
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.93347,0.860976,31.635822296142578,0.5691255331039429
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,14,S005,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.687054,0.74089813,32.531402587890625,0.629193902015686
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.494274,0.8784666,39.117820739746094,0.4836559593677521
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,29.927181,0.6666336,35.15094757080078,0.44396349787712097
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,33.703854,0.6790225,45.73717498779297,0.5400580167770386
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.84274,0.83544284,37.06595230102539,0.7402318716049194
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.973137,0.7145781,42.079681396484375,0.4637211263179779
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,51.32631,0.8269877,47.1616096496582,0.9787203669548035
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,45.134216,0.8696426,54.38754653930664,0.6658673882484436
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,32.896217,0.7284369,30.765583038330078,0.4502805769443512
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,32.97986,0.8849043,46.995540618896484,0.4352741539478302
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.164886,0.7226511,29.525043487548828,0.47190311551094055
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.763836,0.8373233,33.297237396240234,0.5512170791625977
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.8149,0.7402023,44.551429748535156,0.5692571997642517
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.9491,0.85017353,37.330711364746094,0.678017795085907
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.25777,0.7677459,45.361114501953125,0.6054509878158569
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.101658,0.78415,35.36396789550781,0.6445352435112
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.896336,0.71342456,50.04864501953125,0.7587882280349731
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,45.533985,0.86415213,36.04564666748047,0.7471253871917725
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.46618,0.8333688,40.3040771484375,0.4727921485900879
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.390133,0.9143705,30.132822036743164,0.5973528623580933
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S001,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.960205,0.8063804,33.002132415771484,0.6491214632987976
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.2296,0.81758386,52.60921859741211,0.603980302810669
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,47.055794,0.842609,43.68351745605469,0.6770341396331787
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.70365,0.8019454,46.15842819213867,0.6783269643783569
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.726067,0.71257585,42.05207443237305,0.4509337544441223
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.331116,0.79814327,39.36819076538086,0.5373638868331909
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,29.884201,0.75946605,33.690185546875,0.42537403106689453
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,50.506847,0.9191096,43.902191162109375,0.7577860951423645
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.686577,0.7771708,39.03815841674805,0.4820753335952759
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.552757,0.7673219,42.92905807495117,0.48520490527153015
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,30.049463,0.76865035,35.729957580566406,0.36976000666618347
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.31354,0.7617812,50.19631576538086,0.9235529899597168
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.0106,0.69542825,35.598968505859375,0.49624061584472656
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.331642,0.7215263,49.05713653564453,0.73878413438797
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,48.33139,0.95583844,44.4371337890625,0.8652212619781494
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.571953,0.72386956,43.15443801879883,0.822646975517273
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.373665,0.8037654,42.2221565246582,0.6593729257583618
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,50.53621,0.82904637,44.7194938659668,0.9018581509590149
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,30.780756,0.77256393,30.78510856628418,0.42815646529197693
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,33.5642,0.6897904,38.713905334472656,0.6682254076004028
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S002,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.785545,0.88338757,32.544315338134766,0.5601363778114319
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,51.19796,0.89638245,44.519927978515625,0.9843066334724426
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.69608,0.83083737,51.67456817626953,0.7884195446968079
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.654976,0.85068727,37.737220764160156,0.537933886051178
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.92274,0.8683047,52.32468032836914,0.7754499912261963
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,49.765064,0.8355415,45.82379150390625,0.881449282169342
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.436966,0.8351625,35.9708251953125,0.6601191759109497
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.343105,0.71850497,45.22684097290039,0.5240160822868347
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,30.672688,0.72697514,38.57493209838867,0.3668496608734131
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,34.45255,0.831022,38.51866912841797,0.463331401348114
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,32.953403,0.7427778,36.53631591796875,0.5283828377723694
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.815826,0.83426404,44.51420974731445,1.0109220743179321
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.307095,0.8045143,31.84239959716797,0.6939024329185486
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.158394,0.720549,46.63381576538086,0.9233531951904297
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,35.243587,0.80086476,44.65933609008789,0.4455716013908386
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.82698,0.729415,45.783363342285156,0.8388177752494812
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.844017,0.71469975,42.896514892578125,0.5092978477478027
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.302696,0.8408127,32.1320915222168,0.7590090036392212
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.799686,0.87675893,31.653291702270508,0.5596396327018738
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,26.44538,0.619106,30.358572006225586,0.38475537300109863
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S003,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,29.792303,0.71618086,45.45220947265625,0.39024618268013
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.36905,0.8156371,49.7978401184082,0.8493750095367432
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,45.22782,0.7909296,49.05787658691406,0.8442102670669556
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0003,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.228477,0.9544236,39.41883087158203,0.6182798147201538
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0004,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.653404,0.7737076,49.9137077331543,0.783970057964325
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0005,30,128,0.25624440198425424,0.000225332406953683,256,relu,32.226852,0.78937554,34.461700439453125,0.4289790987968445
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0006,30,128,0.25624440198425424,0.000225332406953683,256,relu,37.14727,0.6685786,41.99715042114258,0.5261456370353699
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0007,30,128,0.25624440198425424,0.000225332406953683,256,relu,40.266895,0.83634025,50.08025360107422,0.5732876062393188
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0008,30,128,0.25624440198425424,0.000225332406953683,256,relu,39.335514,0.8678833,27.887758255004883,0.5525477528572083
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0009,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.042274,0.7125646,40.66469955444336,0.8225646018981934
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0010,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.57948,0.7818794,50.01221466064453,0.6521536111831665
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0011,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.10374,0.78658575,50.46099853515625,0.5035631060600281
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0012,30,128,0.25624440198425424,0.000225332406953683,256,relu,33.23959,0.88249624,33.443416595458984,0.4126233458518982
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0013,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.877094,0.78599674,51.205936431884766,0.7339413166046143
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0014,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.980713,0.8316293,34.20160675048828,0.591774046421051
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0015,30,128,0.25624440198425424,0.000225332406953683,256,relu,44.715725,0.8469036,33.328678131103516,0.615501880645752
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0016,30,128,0.25624440198425424,0.000225332406953683,256,relu,42.20259,0.7965198,32.3080940246582,0.7469167113304138
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0017,30,128,0.25624440198425424,0.000225332406953683,256,relu,28.289812,0.692102,32.77910232543945,0.40245258808135986
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0018,30,128,0.25624440198425424,0.000225332406953683,256,relu,36.635662,0.77041405,26.30061149597168,0.5491153597831726
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0019,30,128,0.25624440198425424,0.000225332406953683,256,relu,28.12875,0.71431,34.841861724853516,0.41459932923316956
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S004,P0020,30,128,0.25624440198425424,0.000225332406953683,256,relu,43.81311,0.8284934,33.085323333740234,0.7664506435394287
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0001,30,128,0.25624440198425424,0.000225332406953683,256,relu,41.795506,0.7757363,45.785133361816406,0.8022662401199341
LSTM-EntityEmbedding-HBO,retail_inventory_daily,Units Sold,28,S005,P0002,30,128,0.25624440198425424,0.000225332406953683,256,relu,38.382202,0.8116168,40.21683120727539,0.4913078248500824
